,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income
249,LP001825,Male,Yes,0,Graduate,No,1809,1868,90,360,1,Urban,Y,"$3,677.00"
250,LP001835,Male,Yes,0,Not Graduate,No,1668,3890,201,360,0,Semiurban,N,"$5,558.00"
251,LP001836,Female,No,2,Graduate,No,3427,0,138,360,1,Urban,N,"$3,427.00"
252,LP001841,Male,No,0,Not Graduate,Yes,2583,2167,104,360,1,Rural,Y,"$4,750.00"
253,LP001843,Male,Yes,1,Not Graduate,No,2661,7101,279,180,1,Semiurban,Y,"$9,762.00"
254,LP001844,Male,No,0,Graduate,Yes,16250,0,192,360,0,Urban,N,"$16,250.00"
255,LP001846,Female,No,3+,Graduate,No,3083,0,255,360,1,Rural,Y,"$3,083.00"
256,LP001849,Male,No,0,Not Graduate,No,6045,0,115,360,0,Rural,N,"$6,045.00"
257,LP001854,Male,Yes,3+,Graduate,No,5250,0,94,360,1,Urban,N,"$5,250.00"
258,LP001859,Male,Yes,0,Graduate,No,14683,2100,304,360,1,Rural,N,"$16,783.00"
259,LP001864,Male,Yes,3+,Not Graduate,No,4931,0,128,360,,Semiurban,N,"$4,931.00"
260,LP001865,Male,Yes,1,Graduate,No,6083,4250,330,360,,Urban,Y,"$10,333.00"
261,LP001868,Male,No,0,Graduate,No,2060,2209,134,360,1,Semiurban,Y,"$4,269.00"
262,LP001870,Female,No,1,Graduate,No,3481,0,155,36,1,Semiurban,N,"$3,481.00"
263,LP001871,Female,No,0,Graduate,No,7200,0,120,360,1,Rural,Y,"$7,200.00"
264,LP001872,Male,No,0,Graduate,Yes,5166,0,128,360,1,Semiurban,Y,"$5,166.00"
265,LP001875,Male,No,0,Graduate,No,4095,3447,151,360,1,Rural,Y,"$7,542.00"
266,LP001877,Male,Yes,2,Graduate,No,4708,1387,150,360,1,Semiurban,Y,"$6,095.00"
267,LP001882,Male,Yes,3+,Graduate,No,4333,1811,160,360,0,Urban,Y,"$6,144.00"
268,LP001883,Female,No,0,Graduate,,3418,0,135,360,1,Rural,N,"$3,418.00"
269,LP001884,Female,No,1,Graduate,No,2876,1560,90,360,1,Urban,Y,"$4,436.00"
270,LP001888,Female,No,0,Graduate,No,3237,0,30,360,1,Urban,Y,"$3,237.00"
271,LP001891,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,Y,"$11,146.00"
272,LP001892,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural,Y,"$4,690.00"
273,LP001894,Male,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,Y,"$4,843.00"
274,LP001896,Male,Yes,2,Graduate,No,3900,0,90,360,1,Semiurban,Y,"$3,900.00"
275,LP001900,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,Y,"$4,592.00"
276,LP001903,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban,Y,"$7,267.00"
277,LP001904,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban,Y,"$4,403.00"
278,LP001907,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurban,Y,"$14,583.00"
279,LP001908,Female,Yes,0,Not Graduate,No,4100,0,124,360,,Rural,Y,"$4,100.00"
280,LP001910,Male,No,1,Not Graduate,Yes,4053,2426,158,360,0,Urban,N,"$6,479.00"
281,LP001914,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban,Y,"$4,727.00"
282,LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Y,"$3,286.80"
283,LP001917,Female,No,0,Graduate,No,1811,1666,54,360,1,Urban,Y,"$3,477.00"
284,LP001922,Male,Yes,0,Graduate,No,20667,0,,360,1,Rural,N,"$20,667.00"
285,LP001924,Male,No,0,Graduate,No,3158,3053,89,360,1,Rural,Y,"$6,211.00"
286,LP001925,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,N,"$4,317.00"
287,LP001926,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural,Y,"$5,704.00"
288,LP001931,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban,Y,"$4,124.00"
289,LP001935,Male,No,0,Graduate,No,9508,0,187,360,1,Rural,Y,"$9,508.00"
290,LP001936,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rural,Y,"$5,491.00"
291,LP001938,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban,N,"$4,400.00"
292,LP001940,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urban,Y,"$4,713.00"
293,LP001945,Female,No,,Graduate,No,5417,0,143,480,0,Urban,N,"$5,417.00"
294,LP001947,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,Y,"$5,717.00"
295,LP001949,Male,Yes,3+,Graduate,,4416,1250,110,360,1,Urban,Y,"$5,666.00"
296,LP001953,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban,Y,"$6,875.00"
297,LP001954,Female,Yes,1,Graduate,No,4666,0,135,360,1,Urban,Y,"$4,666.00"
298,LP001955,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural,N,"$7,541.00"
299,LP001963,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,N,"$4,939.00"
300,LP001964,Male,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban,N,"$4,734.00"
301,LP001972,Male,Yes,,Not Graduate,No,2875,1750,105,360,1,Semiurban,Y,"$4,625.00"
302,LP001974,Female,No,0,Graduate,No,5000,0,132,360,1,Rural,Y,"$5,000.00"
303,LP001977,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,Y,"$3,428.00"
304,LP001978,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural,Y,"$6,500.00"
305,LP001990,Male,No,0,Not Graduate,No,2000,0,,360,1,Urban,N,"$2,000.00"
306,LP001993,Female,No,0,Graduate,No,3762,1666,135,360,1,Rural,Y,"$5,428.00"
307,LP001994,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban,N,"$4,263.00"
308,LP001996,Male,No,0,Graduate,No,20233,0,480,360,1,Rural,N,"$20,233.00"
309,LP001998,Male,Yes,2,Not Graduate,No,7667,0,185,360,,Rural,Y,"$7,667.00"
310,LP002002,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Y,"$2,917.00"
311,LP002004,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Y,"$5,332.00"
312,LP002006,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,Y,"$2,507.00"
313,LP002008,Male,Yes,2,Graduate,Yes,5746,0,144,84,,Rural,Y,"$5,746.00"
314,LP002024,,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,N,"$4,316.00"
315,LP002031,Male,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Y,"$5,039.00"
316,LP002035,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Y,"$3,717.00"
317,LP002036,Male,Yes,0,Graduate,No,2058,2134,88,360,,Urban,Y,"$4,192.00"
318,LP002043,Female,No,1,Graduate,No,3541,0,112,360,,Semiurban,Y,"$3,541.00"
319,LP002050,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,N,"$10,000.00"
320,LP002051,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Y,"$4,567.00"
321,LP002053,Male,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban,Y,"$4,531.00"
322,LP002054,Male,Yes,2,Not Graduate,No,3601,1590,,360,1,Rural,Y,"$5,191.00"
323,LP002055,Female,No,0,Graduate,No,3166,2985,132,360,,Rural,Y,"$6,151.00"
324,LP002065,Male,Yes,3+,Graduate,No,15000,0,300,360,1,Rural,Y,"$15,000.00"
325,LP002067,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,N,"$13,649.00"
326,LP002068,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,Y,"$4,917.00"
327,LP002082,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Y,"$7,978.00"
328,LP002086,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N,"$6,784.00"
329,LP002087,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,Y,"$2,500.00"
330,LP002097,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,Y,"$6,177.00"
331,LP002098,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Y,"$2,935.00"
332,LP002100,Male,No,,Graduate,No,2833,0,71,360,1,Urban,Y,"$2,833.00"
333,LP002101,Male,Yes,0,Graduate,,63337,0,490,180,1,Urban,Y,"$63,337.00"
334,LP002103,,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Y,"$11,666.00"
335,LP002106,Male,Yes,,Graduate,Yes,5503,4490,70,,1,Semiurban,Y,"$9,993.00"
336,LP002110,Male,Yes,1,Graduate,,5250,688,160,360,1,Rural,Y,"$5,938.00"
337,LP002112,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Y,"$7,100.00"
338,LP002113,Female,No,3+,Not Graduate,No,1830,0,,360,0,Urban,N,"$1,830.00"
339,LP002114,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Y,"$4,160.00"
340,LP002115,Male,Yes,3+,Not Graduate,No,2647,1587,173,360,1,Rural,N,"$4,234.00"
341,LP002116,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,N,"$2,378.00"
342,LP002119,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Y,"$5,783.00"
343,LP002126,Male,Yes,3+,Not Graduate,No,3173,0,74,360,1,Semiurban,Y,"$3,173.00"
344,LP002128,Male,Yes,2,Graduate,,2583,2330,125,360,1,Rural,Y,"$4,913.00"
345,LP002129,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Y,"$4,957.00"
346,LP002130,Male,Yes,,Not Graduate,No,3523,3230,152,360,0,Rural,N,"$6,753.00"
347,LP002131,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y,"$5,251.00"
348,LP002137,Male,Yes,0,Graduate,No,6333,4583,259,360,,Semiurban,Y,"$10,916.00"
349,LP002138,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y,"$8,875.00"
350,LP002139,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y,"$9,083.00"
351,LP002140,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,N,"$12,917.00"
352,LP002141,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,Y,"$4,749.00"
353,LP002142,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N,"$5,500.00"
354,LP002143,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y,"$2,928.00"
355,LP002144,Female,No,,Graduate,No,3813,0,116,180,1,Urban,Y,"$3,813.00"
356,LP002149,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y,"$11,500.00"
357,LP002151,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N,"$3,875.00"
358,LP002158,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N,"$4,666.00"
359,LP002160,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,Y,"$8,334.00"
360,LP002161,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N,"$4,723.00"
361,LP002170,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y,"$8,667.00"
362,LP002175,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y,"$7,083.00"
363,LP002178,Male,Yes,0,Graduate,No,3013,3033,95,300,,Urban,Y,"$6,046.00"
364,LP002180,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y,"$6,822.00"
365,LP002181,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N,"$6,216.00"
366,LP002187,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N,"$2,500.00"
367,LP002188,Male,No,0,Graduate,No,5124,0,124,,0,Rural,N,"$5,124.00"
368,LP002190,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y,"$6,325.00"
369,LP002191,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N,"$24,996.00"
370,LP002194,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y,"$15,759.00"
371,LP002197,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y,"$5,185.00"
372,LP002201,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y,"$17,196.00"
373,LP002205,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,N,"$5,049.00"
374,LP002209,Female,No,0,Graduate,,2764,1459,110,360,1,Urban,Y,"$4,223.00"
375,LP002211,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y,"$5,740.00"
376,LP002219,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,Y,"$13,746.00"
377,LP002223,Male,Yes,0,Graduate,No,4310,0,130,360,,Semiurban,Y,"$4,310.00"
378,LP002224,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N,"$3,069.00"
379,LP002225,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y,"$5,391.00"
380,LP002226,Male,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban,Y,"$5,833.00"
381,LP002229,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y,"$10,173.00"
382,LP002231,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y,"$6,000.00"
383,LP002234,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y,"$7,167.00"
384,LP002236,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N,"$4,566.00"
385,LP002237,Male,No,1,Graduate,,3667,0,113,180,1,Urban,Y,"$3,667.00"
386,LP002239,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y,"$3,946.00"
387,LP002243,Male,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban,N,"$6,146.00"
388,LP002244,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y,"$4,750.00"
389,LP002250,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y,"$5,488.00"
390,LP002255,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural,Y,"$9,167.00"
391,LP002262,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,Y,"$9,504.00"
392,LP002263,Male,Yes,0,Graduate,No,2583,2115,120,360,,Urban,Y,"$4,698.00"
393,LP002265,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y,"$3,618.00"
394,LP002266,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y,"$4,500.00"
395,LP002272,Male,Yes,2,Graduate,No,3276,484,135,360,,Semiurban,Y,"$3,760.00"
396,LP002277,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,N,"$3,180.00"
397,LP002281,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y,"$4,492.00"
398,LP002284,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Y,"$5,568.00"
399,LP002287,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,N,"$3,300.00"
400,LP002288,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,N,"$2,889.00"
401,LP002296,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N,"$2,755.00"
402,LP002297,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Y,"$22,500.00"
403,LP002300,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y,"$1,963.00"
404,LP002301,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N,"$7,441.00"
405,LP002305,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y,"$4,547.00"
406,LP002308,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y,"$4,567.00"
407,LP002314,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y,"$2,213.00"
408,LP002315,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,N,"$8,300.00"
409,LP002317,Male,Yes,3+,Graduate,No,81000,0,360,360,0,Rural,N,"$81,000.00"
410,LP002318,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N,"$3,867.00"
411,LP002319,Male,Yes,0,Graduate,,6256,0,160,360,,Urban,Y,"$6,256.00"
412,LP002328,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,N,"$6,096.00"
413,LP002332,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Y,"$4,286.00"
414,LP002335,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,N,"$5,386.00"
415,LP002337,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Y,"$2,995.00"
416,LP002341,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,N,"$2,600.00"
417,LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N,"$21,600.00"
418,LP002345,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y,"$3,798.00"
419,LP002347,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y,"$4,663.00"
420,LP002348,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y,"$5,829.00"
421,LP002357,Female,No,0,Not Graduate,No,2720,0,80,,0,Urban,N,"$2,720.00"
422,LP002361,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Y,"$3,539.00"
423,LP002362,Male,Yes,1,Graduate,No,7250,1667,110,,0,Urban,N,"$8,917.00"
424,LP002364,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y,"$14,880.00"
425,LP002366,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y,"$6,966.00"
426,LP002367,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N,"$4,606.00"
427,LP002368,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y,"$5,935.00"
428,LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y,"$2,936.12"
429,LP002370,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Y,"$2,717.00"
430,LP002377,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y,"$8,624.00"
431,LP002379,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,N,"$6,500.00"
432,LP002386,Male,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y,"$12,876.00"
433,LP002387,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y,"$4,765.00"
434,LP002390,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Y,"$3,750.00"
435,LP002393,Female,,,Graduate,No,10047,0,,240,1,Semiurban,Y,"$10,047.00"
436,LP002398,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y,"$3,777.00"
437,LP002401,Male,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y,"$3,338.00"
438,LP002403,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N,"$10,416.00"
439,LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y,"$7,142.00"
440,LP002408,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y,"$8,724.00"
441,LP002409,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y,"$9,734.00"
442,LP002418,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y,"$6,700.00"
443,LP002422,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y,"$37,719.00"
444,LP002424,Male,Yes,0,Graduate,No,7333,8333,175,300,,Rural,Y,"$15,666.00"
445,LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y,"$4,676.00"
446,LP002434,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y,"$4,652.00"
447,LP002435,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N,"$4,915.00"
448,LP002443,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N,"$5,050.00"
449,LP002444,Male,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban,N,"$4,311.00"
450,LP002446,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N,"$3,564.00"
451,LP002447,Male,Yes,2,Not Graduate,No,1958,1456,60,300,,Urban,Y,"$3,414.00"
452,LP002448,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N,"$5,681.00"
453,LP002449,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y,"$4,949.00"
454,LP002453,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y,"$7,085.00"
455,LP002455,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y,"$3,859.00"
456,LP002459,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y,"$4,301.00"
457,LP002467,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N,"$6,277.00"
458,LP002472,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y,"$4,354.00"
459,LP002473,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N,"$8,334.00"
460,LP002478,,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurban,Y,"$6,166.00"
461,LP002484,Male,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,Y,"$7,740.00"
462,LP002487,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y,"$5,203.00"
463,LP002489,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y,"$5,191.00"
464,LP002493,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N,"$4,166.00"
465,LP002494,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y,"$6,000.00"
466,LP002500,Male,Yes,3+,Not Graduate,No,2947,1664,70,180,0,Urban,N,"$4,611.00"
467,LP002501,,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y,"$16,692.00"
468,LP002502,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y,"$3,127.00"
469,LP002505,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N,"$6,784.00"
470,LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y,"$5,529.00"
471,LP002517,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N,"$4,153.00"
472,LP002519,Male,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban,Y,"$4,691.00"
473,LP002522,Female,No,0,Graduate,Yes,2500,0,93,360,,Urban,Y,"$2,500.00"
474,LP002524,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y,"$10,180.00"
475,LP002527,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y,"$17,539.00"
476,LP002529,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y,"$8,450.00"
477,LP002530,,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N,"$4,745.00"
478,LP002531,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y,"$18,917.00"
479,LP002533,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N,"$4,550.00"
480,LP002534,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y,"$4,350.00"
481,LP002536,Male,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural,Y,"$3,095.00"
482,LP002537,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y,"$5,233.00"
483,LP002541,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y,"$10,833.00"
484,LP002543,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y,"$8,333.00"
485,LP002544,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y,"$4,394.00"
486,LP002545,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,N,"$3,547.00"
487,LP002547,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N,"$18,333.00"
488,LP002555,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y,"$6,666.00"
489,LP002556,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,N,"$2,435.00"
490,LP002560,Male,No,0,Not Graduate,No,2699,2785,96,360,,Semiurban,Y,"$5,484.00"
491,LP002562,Male,Yes,1,Not Graduate,No,5333,1131,186,360,,Urban,Y,"$6,464.00"
492,LP002571,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y,"$3,691.00"
493,LP002582,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y,"$17,263.00"
494,LP002585,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,N,"$5,754.00"
495,LP002586,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Y,"$4,239.00"
496,LP002587,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Y,"$4,300.00"
497,LP002588,Male,Yes,0,Graduate,No,4625,2857,111,12,,Urban,Y,"$7,482.00"
498,LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y,"$2,895.00"
499,LP002602,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,N,"$10,699.00"